id,filename,relative_path,category,modules,comment_hint,comment_snippets,api_calls,precise_query,default_query,user_query,strong_query
C0382,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-体的镜像复制.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-体的镜像复制.js,建模及网格案例,igeo imeshing,设置工作目录为脚本文件所在目录,/设置工作目录为脚本文件所在目录；/创建体；/对体进行镜像复制；/划分网格,igeo.genBrickV igeo.genCylinderV igeo.genEllipSoidV igeo.mirrorCopy imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-体的镜像复制.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 体的镜像复制。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：/设置工作目录为脚本文件所在目录；/创建体；/对体进行镜像复制；/划分网格。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genBrickV，igeo.genCylinderV，igeo.genEllipSoidV，igeo.mirrorCopy，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-体的镜像复制,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置工作目录为脚本文件所在目录。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-体的镜像复制.js」。脚本开头的注释这样描述该场景：设置工作目录为脚本文件所在目录。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0383,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何拉伸操作.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何拉伸操作.js,建模及网格案例,igeo imeshing,设置当前工作路径为JS脚本所在路径,设置当前工作路径为JS脚本所在路径；创建5条不同类型的线；创建一个封闭线环；创建一个面；创建4条线；创建一个封闭线环；创建一个面；借助Gmsh剖分网格,igeo.genPoint igeo.genLine igeo.genCurvedLine igeo.genLineLoop igeo.genSurface igeo.extrude igeo.genArc igeo.genElliArc imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何拉伸操作.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 几何拉伸操作。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JS脚本所在路径；创建5条不同类型的线；创建一个封闭线环；创建一个面；创建4条线；创建一个封闭线环；创建一个面；借助Gmsh剖分网格。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genPoint，igeo.genLine，igeo.genCurvedLine，igeo.genLineLoop，igeo.genSurface，igeo.extrude，igeo.genArc，igeo.genElliArc。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-几何拉伸操作,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置当前工作路径为JS脚本所在路径。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何拉伸操作.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JS脚本所在路径。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0384,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何旋转操作.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何旋转操作.js,建模及网格案例,igeo imeshing,设置当前工作路径为JS脚本所在路径,设置当前工作路径为JS脚本所在路径；生成线环；生成线环；旋转面集；借助Gmsh剖分网格,igeo.genPoint igeo.genLine igeo.genEllipse igeo.genLineLoop igeo.genSurface igeo.rotate imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何旋转操作.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 几何旋转操作。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JS脚本所在路径；生成线环；生成线环；旋转面集；借助Gmsh剖分网格。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genPoint，igeo.genLine，igeo.genEllipse，igeo.genLineLoop，igeo.genSurface，igeo.rotate，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-几何旋转操作,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置当前工作路径为JS脚本所在路径。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-几何旋转操作.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JS脚本所在路径。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0385,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子.js,建模及网格案例,igeo imeshing,,,igeo.genPoint igeo.genLine lineid.push igeo.clear igeo.genLineLoop igeo.genSurface igeo.rotate imeshing.clear imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 创建旋转体 - 瓶子。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genPoint，igeo.genLine，lineid.push，igeo.clear，igeo.genLineLoop，igeo.genSurface，igeo.rotate，imeshing.clear。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建旋转体-瓶子。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0386,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型.js,建模及网格案例,igeo imeshing,,,igeo.genPoint igeo.genLine igeo.genArc igeo.genLineLoop igeo.genSurface igeo.clear igeo.genRect imeshing.clear imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 创建隧道几何模型。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genPoint，igeo.genLine，igeo.genArc，igeo.genLineLoop，igeo.genSurface，igeo.clear，igeo.genRect，imeshing.clear。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-创建隧道几何模型。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0387,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-四面体砖块-先建几何后建网格.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-四面体砖块-先建几何后建网格.js,建模及网格案例,igeo imeshing,设置当前工作路径为 JS 脚本所在路径,设置当前工作路径为 JS 脚本所在路径；清除Mesh模块几何数据；清除Mesh模块网格数据；/////////********************可调整参数***************////////////////////；////////////lx:砖块x方向长度;ly:砖块y方向长度;lz:砖块z方向长度////////////；////////////nx：墙体x方向砖块数量;ny:墙体y方向砖块数量////////////////////；////////////size：单个砖块内部网格尺寸////////////////////；/,igeo.genBrickV igeo.clear imeshing.clear imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-四面体砖块-先建几何后建网格.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 四面体砖块 - 先建几何后建网格。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为 JS 脚本所在路径；清除Mesh模块几何数据；清除Mesh模块网格数据；/////////********************可调整参数***************////////////////////；////////////lx:砖块x方向长度;ly:砖块y方向长度;lz:砖块z方向长度////////////；////////////nx：墙体x方向砖块数量;ny:墙体y方向砖块数量////////////////////；////////////size：单个砖块内部网格尺寸////////////////////；/。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genBrickV，igeo.clear，imeshing.clear，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-四面体砖块-先建几何后建网格,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置当前工作路径为 JS 脚本所在路径。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-四面体砖块-先建几何后建网格.js」。脚本开头的注释这样描述该场景：设置当前工作路径为 JS 脚本所在路径。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0388,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙.js,建模及网格案例,igeo imeshing,,,igeo.clear igeo.genBrickV igeo.genCircleS igeo.setHardSurfToVol imeshing.clear imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 在立方体中设置硬面用于模拟裂隙。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.clear，igeo.genBrickV，igeo.genCircleS，igeo.setHardSurfToVol，imeshing.clear，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-在立方体中设置硬面用于模拟裂隙。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0389,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格.js,建模及网格案例,igeo imeshing,,线段求交；自动产生面，面至多由15条线组成；休眠2秒；休眠3秒,igeo.clear igeo.genSurfAuto igeo.import igeo.lineInt igeo.setSize imeshing.clear imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 导入DXF文件、产生面并划分网格 - 导入dxf文件、产生面并划分网格。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：线段求交；自动产生面，面至多由15条线组成；休眠2秒；休眠3秒。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.clear，igeo.genSurfAuto，igeo.import，igeo.lineInt，igeo.setSize，imeshing.clear，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-导入DXF文件、产生面并划分网格-导入dxf文件、产生面并划分网格。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0390,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸.js,建模及网格案例,blkdyn dyna igeo imeshing,,,igeo.getID blkdyn.GetElemValue blkdyn.GetElemID igeo.setSize blkdyn.FixV blkdyn.GetMesh blkdyn.SetMat doc.clearResult dyna.Clear dyna.Solve,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 根据应力自动调整网格尺寸。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：blkdyn、dyna、igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。几何/网格相关接口关键词：clear，genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.getID，blkdyn.GetElemValue，blkdyn.GetElemID，igeo.setSize，blkdyn.FixV，blkdyn.GetMesh，blkdyn.SetMat，doc.clearResult。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸。请根据 CDEM 技术手册，合理选择blkdyn、dyna、igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-根据应力自动调整网格尺寸。请参考已有 CDEM 技术手册和案例，使用blkdyn、dyna、igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0391,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-硬线设置.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-硬线设置.js,建模及网格案例,igeo imeshing,设置当前工作路径为JS脚本所在路径,设置当前工作路径为JS脚本所在路径；创建矩形面；产生2条线；设置硬线；划分二维网格,igeo.genLine igeo.setHardLineToFace igeo.genRectS imeshing.genMeshByGmsh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-硬线设置.js」，场景/主题为：参数化几何及网格创建案例 - 参数化几何创建及网格剖分 - 硬线设置。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：igeo、imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为JS脚本所在路径；创建矩形面；产生2条线；设置硬线；划分二维网格。几何/网格相关接口关键词：genMeshByGmsh。API 调用关键词（用于检索技术手册）：igeo.genLine，igeo.setHardLineToFace，igeo.genRectS，imeshing.genMeshByGmsh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化几何创建及网格剖分-硬线设置,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置当前工作路径为JS脚本所在路径。请根据 CDEM 技术手册，合理选择igeo、imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化几何创建及网格剖分-硬线设置.js」。脚本开头的注释这样描述该场景：设置当前工作路径为JS脚本所在路径。请参考已有 CDEM 技术手册和案例，使用igeo、imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0392,案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格.js,建模及网格案例,imeshing,,//砖高度；/砖长度；//创建偶数排；//创建奇数排；/先创建最左边的半块砖；/创建中间的几块完整砖；//创建最右边的半块砖,imeshing.genBrick2D imeshing.clear,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格.js」，场景/主题为：参数化几何及网格创建案例 - 参数化网格创建 - 二维砖块模型 - 直接建立网格。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：//砖高度；/砖长度；//创建偶数排；//创建奇数排；/先创建最左边的半块砖；/创建中间的几块完整砖；//创建最右边的半块砖。几何/网格相关接口关键词：clear，genBrick2D。API 调用关键词（用于检索技术手册）：imeshing.genBrick2D，imeshing.clear。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格,我想做一个建模及网格案例的数值模拟，功能是建模及网格案例，功能是参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格。请根据 CDEM 技术手册，合理选择imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化网格创建-二维砖块模型-直接建立网格。请参考已有 CDEM 技术手册和案例，使用imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
C0393,案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-六面体网格-直接建立.js,案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-六面体网格-直接建立.js,建模及网格案例,imeshing,设置当前工作路径为 JS 脚本所在路径,设置当前工作路径为 JS 脚本所在路径；清除Mesh模块网格数据；不执行合并功能；循环中自动短时反复推送，会导致显示出问题，关闭自动推送开关，改用手动向平台推送网格；//砖块尺寸；//砖块数量；建模，中间位置；建模，两侧位置；循环中自动短时反复推送，会导致显示出问题，改用手动向平台推送网格,imeshing.genBrick3D imeshing.setValue imeshing.clear imeshing.commitMesh,请复现一个建模及网格案例的 JavaScript 案例脚本，案例文件名为「案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-六面体网格-直接建立.js」，场景/主题为：参数化几何及网格创建案例 - 参数化网格创建 - 六面体网格 - 直接建立。请严格依据 CDEM 技术手册/API（优先）来选择与确认接口与参数含义。必须使用到这些模块：imeshing。请按“几何建模→网格划分→材料/模型→边界/载荷→求解参数→结果输出/监测”的顺序组织脚本，并确保脚本以 setCurDir(getSrcDir()); 开头。脚本注释/意图线索：设置当前工作路径为 JS 脚本所在路径；清除Mesh模块网格数据；不执行合并功能；循环中自动短时反复推送，会导致显示出问题，关闭自动推送开关，改用手动向平台推送网格；//砖块尺寸；//砖块数量；建模，中间位置；建模，两侧位置；循环中自动短时反复推送，会导致显示出问题，改用手动向平台推送网格。几何/网格相关接口关键词：clear，setValue，genBrick3D。API 调用关键词（用于检索技术手册）：imeshing.genBrick3D，imeshing.setValue，imeshing.clear，imeshing.commitMesh。,请生成一个建模及网格案例的脚本，功能是参数化几何及网格创建案例-参数化网格创建-六面体网格-直接建立,我现在要做一个建模及网格案例的数值模拟，场景大致是：设置当前工作路径为 JS 脚本所在路径。请根据 CDEM 技术手册，合理选择imeshing等模块，帮我写一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数和结果监测。,我需要一个建模及网格案例的脚本，对应的案例文件名是「案例库-建模及网格案例-参数化几何及网格创建案例-参数化网格创建-六面体网格-直接建立.js」。脚本开头的注释这样描述该场景：设置当前工作路径为 JS 脚本所在路径。请参考已有 CDEM 技术手册和案例，使用imeshing等模块，生成一份完整可执行的 JavaScript 脚本，包含几何建模、网格划分、材料与模型设置、边界条件与载荷、求解参数以及结果监测。
